post_id,u_fem,u_mal,t_fem,t_mal,tags,ff_co,fm_co,mf_co,mm_co,frd_co,latino,non_latino,trigram1,freq_t1,trigram2,freq_t2,trigram3,freq_t3,trigram4,freq_t4,trigram5,freq_t5,neg_avg,pos_avg,neu_avg,ss_comments,fem_ss,mal_ss,lat_ss,nlat_ss
1405630409737397_1597124020588034,214,93,16,4,20,13,2,3,2,3,204,103,I don t,30,don t see,10,I m not,9,a Selena shirt,9,have to be,7,0.154237785,0.126641694,0.706110749,-0.063475104,-0.006891813,-0.2017,-0.076752288,-0.040390909
1405630409737397_1596918013941968,375,135,181,115,296,128,86,53,29,64,338,172,thought it wa,11,in the car,10,I thought it,9,it wa just,9,napkin in my,8,0.022919608,0.117201961,0.859882353,0.383822581,0.368292593,0.424931373,0.423947788,0.321710959
1405630409737397_1596917060608730,37,11,28,8,36,21,6,7,2,1,30,18,don t know,2,t know about,2,they don t,2,Ana Lopez Dots,1,Punk PinupLittleBit wa,1,0.028,0.061166667,0.910833333,0.2486,0.196728571,0.43015,0.276442857,0.15115
1405630409737397_1597098397257263,29,44,6,8,14,5,6,1,2,1,54,19,while you are,3,que ser entre,2,We are mitÃº,2,que el matrimonio,2,lo estÃ¡n haciendo,2,0.155863014,0.082178082,0.734534247,-0.174611905,0.096608333,-0.2831,-0.13890303,-0.305544444
1405630409737397_1597075103926259,33,10,17,13,30,14,10,3,3,0,29,14,the running man,3,is not the,2,not the running,2,to ruin all,1,I m good,1,0.051162791,0.106697674,0.818883721,0.192453333,0.13051,0.31634,0.108522222,0.31835
1405630409737397_1596917697275333,203,44,140,33,173,119,28,21,5,60,186,61,the first one,3,let me tell,2,I wa mad,2,posting pic of,2,this is u,2,0.005465587,0.092526316,0.897963563,0.476844898,0.5223075,0.274788889,0.5148775,0.307811111
1405630409737397_1597004320600004,15,4,3,2,5,2,2,1,0,0,13,6,sick that thus,1,I m glad,1,block away from,1,locked up Jannet,1,up Jannet Herrera,1,0.175,0.098368421,0.674,-0.179327273,-0.338675,0.2456,-0.039085714,-0.42475
1405630409737397_1596916930608743,15,10,1,1,2,1,0,0,1,1,20,5,http youtu be,4,Mexicans who hate,3,youtu be 3e6ChgL1EC4,2,who don t,2,hate themselfs for,2,0.1202,0.05796,0.82184,-0.103473333,-0.045627273,-0.26255,-0.069014286,-0.5859
1405630409737397_1596873203946449,21,11,5,4,9,4,3,1,1,0,20,12,rice and bean,2,tomato rice and,1,Frijoles de igual,1,it called menstra,1,Hell yeah we,1,0.02684375,0.11875,0.7919375,0.380330769,0.472188889,0.17365,0.352788889,0.4423
1405630409737397_1596641050636331,35,12,29,3,32,22,2,7,1,2,24,23,but my eyebrow,2,so much Celene,1,than the right,1,forehead Ciara Page,1,about plucking thwm,1,0.019042553,0.144638298,0.836297872,0.420270588,0.432491667,0.39094,0.5387625,0.314944444
1405630409737397_1596512517315851,29,13,17,3,20,13,2,4,1,3,24,18,I don t,2,don t do,2,with this crap,2,Edrington Nashlin Ryan,1,stop Mitu is,1,0.065619048,0.203,0.70752381,0.265790909,0.2652,0.267366667,0.10098,0.403133333
1405630409737397_1596516047315498,76,29,51,14,65,37,9,14,5,24,81,24,one am I,2,I m the,2,a the sweet,2,the sweet Tia,2,My mom is,2,0.008371429,0.139,0.81452381,0.545173171,0.551775758,0.5179375,0.546516667,0.541509091
1405630409737397_1596519647315138,93,65,20,13,33,14,6,6,7,3,116,42,All of the,4,of the above,4,I don t,3,Mexican and I,3,for their preparation,2,0.041316456,0.107601266,0.83843038,0.28307069,0.274578788,0.29428,0.292692683,0.259864706
1405630409737397_1596510483982721,31,10,15,9,24,11,7,4,2,4,31,10,Paoly Marroquin Ruiz,2,is no more,1,for his father,1,Peluda and el,1,los va a,1,0.028121951,0.039731707,0.932170732,0.210344444,0.210344444,nan,-0.13202,0.6383
1405630409737397_1596484273985342,18,23,8,5,13,6,3,2,2,2,30,11,need to be,2,He ll yeah,2,to be president,2,Machete need to,2,thug we won,1,0.042146341,0.126487805,0.782609756,0.17245,0.49405,-0.14915,0.113633333,0.3489
1405630409737397_1596416333992136,19,2,8,0,8,7,0,1,0,0,20,1,Turcios Drake can,1,s not even,1,Team Alisan This,1,Ummm he s,1,voice really talented,1,0.032809524,0.280047619,0.687142857,0.457921429,0.457921429,nan,0.532346154,-0.5096
1405630409737397_1596415900658846,17,7,9,2,11,7,1,2,1,0,20,4,do not like,1,diner I wa,1,Love her Elizabeth,1,her on Jane,1,I do not,1,0.019083333,0.251083333,0.729833333,0.571358333,0.550355556,0.634366667,0.590633333,0.513533333
1405630409737397_1596395330660903,10,10,3,4,7,1,3,2,1,1,15,5,able lol Alejandra,1,keep it Damn,1,Alex Rafael Martinez,1,it Damn YOU,1,Nah but I,1,0.0752,0.08515,0.83965,0.188214286,0.203875,0.167333333,0.14188,0.30405
1405630409737397_1596355170664919,53,32,12,16,28,8,15,4,1,4,71,14,This is old,5,telling you about,2,wa telling you,2,is old news,2,I wa telling,2,0.082670588,0.096811765,0.796964706,0.0735225,0.15704,-0.009995,0.020251429,0.44642
1405630409737397_1596234330677003,261,121,127,90,217,91,59,36,31,53,269,113,that s you,4,call the police,3,I don t,3,don t steal,3,steal the pozole,3,0.080028796,0.109824607,0.786591623,0.045497516,0.083559259,-0.032062264,0.031167241,0.082437778
1405630409737397_1596078470692589,184,121,17,5,22,10,3,7,2,2,220,85,I don t,9,t agree with,5,make a video,5,don t agree,5,no one care,4,0.185134426,0.082304918,0.703062295,-0.190111765,-0.180148485,-0.208377778,-0.202266207,-0.160240678
1405630409737397_1596078224025947,49,24,19,13,32,12,8,7,5,11,47,26,I would ve,4,sooo do this,2,Roxy Rox I,2,m crazy lol,2,and you think,2,0.071479452,0.148027397,0.739410959,0.140313158,0.216411538,-0.024566667,0.028891304,0.31116
1405630409737397_1596138294019940,144,76,77,42,119,48,31,29,11,19,154,66,I m not,3,I add lime,2,s a sin,2,put lemon on,2,lemon and chile,2,0.020881818,0.071263636,0.898754545,0.278621311,0.2818,0.270394118,0.262236585,0.31221
1405630409737397_1596103950690041,23,10,23,2,25,16,1,7,1,3,24,9,O O O,3,should we make,1,the as and,1,not be sure,1,Lisa Lopez have,1,0.061151515,0.125636364,0.813242424,0.235221429,0.189344444,0.3178,0.07337,0.63985
1405630409737397_1596065254027244,19,17,3,1,4,3,0,0,1,1,22,14,If it s,1,a good a,1,sad little whore,1,as to be,1,she won t,1,0.138611111,0.063416667,0.770194444,-0.1923,-0.272823077,-0.06145,-0.172,-0.2252875
1405630409737397_1596015260698910,38,26,28,16,44,21,7,7,9,10,48,16,Cornejo hahahaha Zuniga,1,Dena lol Ivt,1,Valdez de Carrizales,1,NPW No po,1,Evita Isabel Tinti,1,0.008046875,0.071890625,0.8575625,0.385145455,0.370928571,0.410025,0.377066667,0.4215
1405630409737397_1596014927365610,22,9,6,2,8,4,1,2,1,7,25,6,have a big,2,true True true,1,so true True,1,200 people came,1,your family while,1,0.025870968,0.207225806,0.766870968,0.403217647,0.433008333,0.33172,0.366692857,0.573666667
1405630409737397_1595916484042121,248,72,135,61,196,104,52,31,9,64,243,77,http cahayakehidupannn blogspot,25,cahayakehidupannn blogspot co,25,blogspot co id,25,co id 2016,25,full movie html,23,0.026865625,0.122421875,0.8475875,0.327821849,0.351688506,0.262934375,0.353740741,0.272573684
1405630409737397_1595858117381291,108,78,59,18,77,29,11,30,7,14,128,58,rest in peace,3,don t need,2,with this Selena,2,I love selena,2,a Latina princess,2,0.112892473,0.074134409,0.807623656,-0.021211765,-0.00385814,-0.05106,-0.006642553,-0.053819048
1405630409737397_1595481670752269,19,18,14,7,21,9,5,5,2,3,29,8,pushover and the,2,a few of,2,the pushover and,2,nada verdad Lol,1,el Workaholic the,1,0.035459459,0.155486486,0.755027027,0.222738889,0.5041,-0.058622222,0.18925,0.49065
1405630409737397_1595481904085579,60,34,44,23,67,30,16,14,7,11,64,30,I don t,2,want to go,2,don t think,2,concert Jp Myrna,1,Hahaha Katherine Brissette,1,0.015585106,0.075829787,0.866053191,0.300909091,0.316990909,0.284827273,0.3222,0.26365
1405630409737397_1595481480752288,129,34,58,18,76,43,13,15,5,70,128,35,I m the,3,who is who,3,I feel like,2,lol I m,2,you re the,2,0.008282209,0.104889571,0.868429448,0.41825102,0.42585122,0.3793,0.40084,0.495633333
1405630409737397_1595481054085664,33,18,17,6,23,11,6,6,0,7,39,12,I have a,2,not just Mexicans,1,like that with,1,7 of these,1,pendejo trying to,1,0.038196078,0.075882353,0.866333333,-0.016753846,-0.020255556,-0.008875,0.08934,-0.3704
1405630409737397_1595559627411140,15,7,9,3,12,6,2,3,1,2,15,7,and your mom,2,you want to,2,When you want,2,arroz y guevos,1,cool whip container,1,0.028181818,0.075636364,0.896181818,0.1236,0.49034,-0.487633333,0.130228571,0.0772
1405630409737397_1595609934072776,43,15,8,5,13,8,5,0,0,1,49,9,May he rest,4,he rest in,4,R I P,3,Rest in peace,3,your music will,2,0.062293103,0.066206897,0.785293103,0.119577778,0.066307143,0.306025,0.253761538,-0.2293
1405630409737397_1595502220750214,6,15,0,0,0,0,0,0,0,0,15,6,I don t,4,don t support,3,t support Trump,2,the White House,2,please do not,2,0.168619048,0.076142857,0.660047619,-0.165205556,-0.168,-0.164130769,-0.336366667,0.177116667
1405630409737397_1595501594083610,16,9,5,4,9,5,3,0,1,1,18,7,I think it,2,think it s,2,came from Mexico,1,familias por inculcar,1,Wonderful He look,1,0.01264,0.21008,0.77728,0.61865,0.660377778,0.54354,0.58792,0.695475
1405630409737397_1595473244086445,16,18,2,1,3,1,1,1,0,0,21,13,United States to,2,here the right,2,come here the,2,States to be,2,because of your,2,0.132323529,0.045470588,0.645705882,-0.2636,-0.0122375,-0.46469,-0.317458333,-0.155883333
1405630409737397_1595283720772064,24,19,16,5,21,9,3,7,2,1,27,16,stop talking about,2,talking about her,2,such a beautiful,2,not like there,1,writer to invest,1,0.052488372,0.153627907,0.793860465,0.298177778,0.488088889,0.108266667,0.22331,0.3917625
1405630409737397_1595288614104908,233,75,163,49,212,130,37,33,12,21,191,117,I don t,8,of my life,5,come in all,5,Story of my,4,struggle is real,4,0.023847403,0.098652597,0.871006494,0.261353922,0.301543038,0.123313043,0.286581818,0.215102778
1405630409737397_1594991270801309,25,19,11,8,19,7,5,4,3,1,30,14,Caldo de re,2,Aguadito de pollo,1,Be useful mitu,1,just died of,1,Laura Gutierrez Sandra,1,0.034840909,0.094704545,0.847727273,0.23683125,0.3715,0.063685714,0.284263636,0.13248
1405630409737397_1595225610777875,19,15,5,2,7,5,2,0,0,3,22,12,shouldn t be,2,and some Latinos,1,Lol garbage Jasmine,1,resident are becoming,1,well that wa,1,0.023911765,0.165147059,0.722705882,0.256726667,0.403466667,0.036616667,0.22631,0.31756
1405630409737397_1595067624127007,11,2,1,0,1,1,0,0,0,0,8,5,me me me,2,not do basic,1,I missed the,1,I heard wa,1,haven t seen,1,0.182,0.136307692,0.604769231,-0.09101,-0.048311111,-0.4753,-0.208757143,0.183733333
1405630409737397_1595188687448234,13,7,2,5,7,2,2,0,3,1,15,5,didn t even,2,song SadFan ItsBabs,1,How the heck,1,Ramon Lara Rocky,1,sing like Babara,1,0.16295,0.09425,0.7428,0.04516,-0.1063,0.651,0.001244444,0.4404
1405630409737397_1595176660782770,49,24,21,34,55,16,22,5,12,5,55,18,have you seen,2,I wa tired,1,lmao Robert Valero,1,Gabriel Ortiz lol,1,still think yours,1,0.038630137,0.107356164,0.812917808,0.2083,0.284992857,-0.060125,0.223769231,0.16808
1405630409737397_1595064880793948,48,51,21,41,62,8,23,13,18,16,86,13,his wife is,3,wife is Mexican,3,because his wife,2,That s awesome,2,Kelem Hyrum Corral,1,0.017636364,0.073939394,0.908424242,0.347205263,0.305766667,0.418242857,0.362975,0.2631
1405630409737397_1594992317467871,17,11,2,1,3,2,1,0,0,1,20,8,Don t know,2,himself lol Dios,1,pathetic Mica Etrata,1,I m glad,1,this He s,1,0.156857143,0.120821429,0.72225,0.072978947,0.17683,-0.042411111,0.147083333,-0.054057143
1405630409737397_1594966087470494,26,19,6,7,13,4,7,2,0,2,25,20,we are all,3,Opinion Is That,2,calling each other,2,AlarcÃ_n Paul Matthew,1,look like Blacks,1,0.073155556,0.0946,0.832266667,0.152809091,0.117071429,0.21535,0.214038462,0.064366667
1405630409737397_1594925564141213,33,19,6,6,12,4,4,2,2,1,37,15,F F movie,3,I don t,2,another F F,2,Eva s character,2,at one point,1,0.181442308,0.082942308,0.697134615,-0.218764286,-0.141152632,-0.382611111,-0.278957143,-0.038185714
1405630409737397_1594811374152632,507,183,379,149,528,291,101,88,48,128,506,184,me of you,3,and you will,2,Flores this is,2,the next day,2,of your life,2,0.008857971,0.082992754,0.903802899,0.391576224,0.422412621,0.3121725,0.394607018,0.379662069
1405630409737397_1594815484152221,45,26,28,15,43,18,10,10,5,4,53,18,when it come,2,it come to,2,come to volleyball,2,work hard to,1,Inbox o contÃ¡ctame,1,0.045309859,0.072211268,0.882464789,0.32961,0.277809091,0.392922222,0.305707143,0.385383333
1405630409737397_1594811157485987,64,47,34,44,78,17,28,17,16,8,83,28,to be with,3,Boy No Girl,3,Do u even,2,want to be,2,if u walked,2,0.022945946,0.066522523,0.901522523,0.208336364,0.300866667,0.0973,0.126535294,0.48646
1405630409737397_1594811704152599,254,97,212,80,292,165,55,47,25,24,245,106,bandit198 blogspot com,14,http bandit198 blogspot,14,blogspot com 2016,14,com 2016 05,14,Movie http bandit198,4,0.011492877,0.078504274,0.901464387,0.3192125,0.37915,0.213169231,0.4017,0.118885714
1405630409737397_1594718694161900,18,16,2,1,3,0,0,2,1,1,26,8,Now I love,4,I love it,3,all of these,3,a a kid,3,loved all of,3,0.112823529,0.120676471,0.766470588,0.227034783,0.2712125,0.126057143,0.376488235,-0.196416667
1405630409737397_1594718107495292,103,40,82,25,107,59,18,23,7,21,94,49,This is me,2,me I m,1,Adao Dama Alvarado,1,no Gomez is,1,she s about,1,0.013545455,0.069454545,0.917,0.263623077,0.363347368,-0.007057143,0.257594444,0.2771875
1405630409737397_1594767414157028,470,131,273,264,537,209,211,64,53,29,481,120,pero me quieres,4,this is u,4,you call me,3,is u lol,3,asÃ_ me quieres,3,0.003801997,0.081851913,0.912680532,0.44918381,0.440260256,0.474962963,0.446443902,0.458952174
1405630409737397_1594716844162085,16,10,11,6,17,8,5,3,1,1,20,6,Alberto Gabriel Ramon,1,this He s,1,Chelsea Lol Linda,1,thought you might,1,hair That s,1,0.045076923,0.095923077,0.743615385,0.11985,0.1888,0.07848,0.069071429,0.4753
1405630409737397_1594604574173312,244,83,191,69,260,141,55,50,14,36,250,77,Marie Mejia Misael,1,Celia Vallejo no,1,Jonathan Michel Nathalie,1,Yer Moua Alma,1,me I m,1,0.020623853,0.058440367,0.91787156,0.247914545,0.248788889,0.24398,0.2729325,0.1812
1405630409737397_1594590220841414,61,34,16,16,32,12,8,4,8,7,64,31,I don t,3,white and blow,2,Red white and,2,if I ve,2,don t like,2,0.087768421,0.089210526,0.802021053,-0.027552381,0.075313793,-0.257023077,-0.060528,0.020941176
1405630409737397_1594604400839996,197,117,115,79,194,76,59,39,20,35,227,87,for be careful,3,your wish will,2,a la verga,2,in my family,2,you of anyone,2,0.014926752,0.057363057,0.895863057,0.21622931,0.310679412,0.082425,0.241483721,0.143833333
1405630409737397_1594588040841632,7,9,2,1,3,2,1,0,0,0,13,3,Let s forget,2,s forget about,2,about El Chapo,2,in our government,2,forget about El,2,0.11775,0.1093125,0.772875,-0.2648,-0.3729,-0.203028571,-0.171377778,-0.6852
1405630409737397_1594587670841669,17,20,0,0,0,0,0,0,0,1,23,14,is a racist,4,Jorge Ramos is,3,Ramos is a,3,O Reilly is,3,Bill O Reilly,3,0.126486486,0.093027027,0.618297297,-0.173616,-0.0988,-0.2157,-0.160022222,-0.208571429
1405630409737397_1594603674173402,137,49,95,42,137,68,34,27,8,35,136,50,la fiesta de,2,Adrian Hill Brittany,2,Hill Brittany Couture,2,your wish will,2,Ward Adrian Hill,2,0.006580645,0.082247312,0.900419355,0.429412195,0.475515152,0.2392375,0.436015625,0.405933333
1405630409737397_1594421784191591,175,97,41,19,60,27,10,14,9,9,183,89,I don t,5,she didn t,5,She s a,4,the death penalty,4,doesn t deserve,3,0.205058824,0.069084559,0.707481618,-0.376822561,-0.38832963,-0.354630357,-0.331380952,-0.45769322
1405630409737397_1594605704173199,50,19,44,12,56,31,9,13,3,6,42,27,always the problem,1,Lorena Dominguez Villarreal,1,only it s,1,Kassandra Navarrete me,1,Diana Torres A,1,0.020449275,0.073927536,0.905608696,0.3129,0.339307692,0.198466667,0.4298,0.05572
1405630409737397_1594421414191628,2,2,0,1,1,0,1,0,0,0,3,1,I can go,1,have a problem,1,answer jaja No,1,I ll wait,1,the time it,1,0.042,0.08525,0.87275,0.155766667,0.3716,0.04785,0.155766667,nan
1405630409737397_1594420707525032,21,11,11,3,14,6,2,5,1,1,25,7,Jane the virgin,5,from Modern Family,2,the virgin Jane,2,virgin Jane the,2,Gloria from Modern,2,0.044625,0.0291875,0.8949375,0.090783333,0.13956,-0.1531,-0.04722,0.7808
1405630409737397_1594421177524985,30,26,5,11,16,2,6,3,5,4,30,26,God is good,2,a taco truck,2,a people and,1,on cash and,1,and show your,1,0.075017857,0.212285714,0.694803571,0.348809091,0.241916667,0.47708,0.181066667,0.5501
1405630409737397_1594355520864884,39,42,11,12,23,7,9,4,3,9,53,28,are controlling Mexico,2,We are mitÃº,2,full of shit,2,cartel are controlling,2,it s full,2,0.058197531,0.088530864,0.77917284,-0.048955172,0.110583333,-0.161570588,-0.049758824,-0.047816667
1405630409737397_1593974564236313,26,12,4,3,7,1,2,3,1,0,25,13,a fake as,2,Really Are Latinas,1,work hard to,1,at one machine,1,we walk by,1,0.163605263,0.204894737,0.631526316,0.037289286,0.133165,-0.2024,-0.136994737,0.405222222
1405630409737397_1593973670903069,74,43,46,33,79,29,27,17,6,13,83,34,arriba Que pedo,1,Chinguen a su,1,Chavelo A la,1,sobres envelope ÃÅmame,1,knowledge Sepa la,1,0.02374359,0.068059829,0.908196581,0.231407692,0.372473333,0.039045455,0.260091304,0.0115
1405630409737397_1593973554236414,20,6,1,3,4,1,2,0,1,1,17,9,bersatukitateguhbetul blogspot co,25,id 2016 05,25,blogspot co id,25,co id 2016,25,http bersatukitateguhbetul blogspot,25,0.142,0.156576923,0.662961538,0.03763125,0.082425,-0.09675,0.26328,-0.33845
1405630409737397_1593973457569757,68,29,17,0,17,14,0,3,0,2,71,26,Chapo s wife,6,el chapos wife,4,look like Kim,4,El Chapo s,3,s wife is,3,0.111649485,0.10928866,0.737814433,0.088411111,0.132859459,-0.008329412,0.108266667,0.036786667
1405630409737397_1593973244236445,44,14,17,3,20,13,3,4,0,5,42,16,I got Jenni,4,Rivera Jenni Rivera,3,Jenni Rivera Jenni,3,I got Selena,2,Selena And Jenni,2,0.034534483,0.071155172,0.877068966,0.14048,0.28767,-0.1539,0.121025,0.162714286
1405630409737397_1593973120903124,54,33,17,9,26,13,4,4,5,7,67,20,I didn t,3,If I had,2,her the best,2,waste of money,2,they can afford,2,0.06191954,0.120908046,0.794206897,0.238153333,0.324359259,0.108844444,0.275641176,0.122281818
1405630409737397_1593972860903150,14,4,6,6,12,5,4,1,2,0,15,3,Rachel Vizcarra Sabina,1,and It is,1,Karlotta del Castillo,1,What do you,1,m not suffering,1,0.077722222,0.074944444,0.791777778,0.022114286,-0.08035,0.6369,0.139133333,-0.68
1405630409737397_1593770147590088,39,4,21,5,26,18,5,3,0,3,25,18,of them all,3,I got the,3,got the sassiest,2,You don t,2,Sass with class,2,0.002906977,0.118186047,0.855651163,0.467307692,0.471125,0.4215,0.58618,0.3930125
1405630409737397_1593972730903163,53,36,22,11,33,12,9,10,2,10,56,33,I love this,2,We are mitÃº,2,love this page,2,this page but,2,girl that is,1,0.043101124,0.119977528,0.791966292,0.187472727,0.166542857,0.2241,0.195577778,0.177746667
1405630409737397_1593769270923509,49,23,31,24,55,19,18,12,6,4,50,22,fact straight Those,1,need to get,1,straight Those pic,1,Ashley Coker McMillan,1,pic of her,1,0.023263889,0.031611111,0.931222222,0.008733333,0.10856,-0.11605,0.02065,-0.0008
1405630409737397_1593769437590159,39,27,17,2,19,13,0,4,2,1,45,21,don t get,2,the 5th time,2,is like the,2,like the 5th,2,mom fear Lol,1,0.116136364,0.07780303,0.790924242,-0.044572727,-0.126771429,0.099275,-0.108022727,0.082327273
1405630409737397_1593882487578854,50,12,33,9,42,27,9,6,0,3,46,16,girl killed it,2,We are mitÃº,2,your girl killed,2,Conway your girl,2,Tori Conway your,2,0.0655,0.11533871,0.81916129,0.183436,0.107755556,0.378042857,0.155105,0.29676
1405630409737397_1593769117590191,180,63,135,28,163,100,18,35,10,18,178,65,the charro one,3,the money for,3,a waste of,3,Look at the,2,Jesus Roberto Garza,2,0.016983539,0.083641975,0.891148148,0.37715873,0.436689583,0.18666,0.317861905,0.495752381
1405630409737397_1593772214256548,19,14,10,7,17,5,3,5,4,5,25,8,http cahayakehidupannn blogspot,25,blogspot co id,25,cahayakehidupannn blogspot co,25,co id 2016,25,full movie html,23,0.038333333,0.089787879,0.871878788,0.062608333,0.101642857,0.00796,0.080166667,0.009933333
1405630409737397_1593771557589947,76,39,27,17,44,19,10,8,7,5,71,44,in El Salvador,9,El Salvador and,6,in the world,4,about it because,3,growth in El,3,0.123078261,0.052026087,0.798773913,-0.299449206,-0.288176744,-0.323685,-0.345426316,-0.229564
1405630409737397_1593720457595057,9,4,3,2,5,3,2,0,0,1,8,5,Had Douche written,1,go Had Douche,1,the plane tied,1,a deserted island,1,Robert Velasco Check,1,0.133307692,0.018307692,0.848384615,-0.34214,-0.517975,0.3612,-0.346375,-0.3252
1405630409737397_1593714474262322,10,12,0,0,0,0,0,0,0,0,13,9,in Colorado and,2,not saying it,2,saying it s,2,I m not,2,m not saying,2,0.135863636,0.090227273,0.773772727,-0.203683333,-0.162757143,-0.229727273,-0.185618182,-0.232071429
1405630409737397_1593561927610910,34,15,10,3,13,6,2,4,1,3,39,10,Good for her,3,awesome Good for,2,you needed a,2,credit if you,2,wa like and,2,0.062857143,0.154428571,0.762306122,0.424766667,0.455225,0.337742857,0.35965,0.71128
1405630409737397_1593562137610889,234,124,127,109,236,90,72,37,37,39,260,98,s going on,4,don t suck,3,Que pedo mean,3,We are mitÃº,3,pedo mean whats,3,0.038784916,0.084575419,0.859885475,0.173498058,0.226089552,0.075619444,0.160563291,0.216075
1405630409737397_1593419200958516,8,7,4,2,6,3,1,1,1,0,11,4,We are mitÃº,2,to the Vallarta,1,it Selena Barreras,1,y I divine,1,her why she,1,0.049,0.125266667,0.825733333,0.1913,0.7704,-0.243025,0.069725,0.3534
1405630409737397_1593360104297759,97,42,79,17,96,59,10,20,7,25,96,43,We are mitÃº,2,blame me blame,2,t blame me,2,Dayana Manzanarez Christina,1,Cristina Ortega Marlene,1,0.008661871,0.084251799,0.907086331,0.371858621,0.432236842,0.25714,0.4214625,0.13376
1405630409737397_1593378510962585,3,2,0,0,0,0,0,0,0,0,3,2,We are mitÃº,2,he s texting,1,sorry but this,1,Yeah cause he,1,more civilized version,1,0.1066,0.1112,0.5818,0.0794,-0.0509,0.34,-0.20715,0.6525
1405630409737397_1593341410966295,121,73,61,43,104,37,28,24,15,13,126,68,http cahayakehidupannn blogspot,25,cahayakehidupannn blogspot co,25,blogspot co id,25,co id 2016,25,full movie html,23,0.088190722,0.067149485,0.818907216,0.012821127,0.01305,0.012525806,-0.082202564,0.12863125
1405630409737397_1593059447661158,173,188,42,57,99,30,29,12,28,23,292,69,all the way,8,su madre el,5,take the test,4,I don t,3,chingue a su,3,0.032024931,0.034603878,0.830875346,0.040182353,0.136841667,-0.012540909,0.068355769,-0.05138125
1405630409737397_1593377867629316,888,254,678,231,909,542,170,136,61,149,875,267,when you graduate,11,one of these,11,some idea for,6,idea for you,6,decorate your cap,5,0.00634676,0.067196147,0.922077933,0.426385572,0.438369811,0.381016667,0.423558065,0.435913043
1405630409737397_1593341834299586,6,2,0,2,2,0,1,0,1,0,6,2,t wait to,1,feel right Just,1,it Society is,1,weird because you,1,2 Pac s,1,0.077125,0.14775,0.77525,0.34326,0.45475,-0.1027,0.4133,0.2382
1405630409737397_1593312514302518,5,4,0,2,2,0,1,0,1,0,6,3,We are mitÃº,2,the guy 3,1,I LOVE Louie,1,You should quit,1,all do this,1,0.073333333,0.098222222,0.828444444,0.056725,0.09715,0.0163,-0.62505,0.7385
1405630409737397_1593017850998651,86,81,48,46,94,30,27,18,19,9,123,44,ÃÅlvaro Del Norte,3,been doing this,2,approve of this,2,ha been doing,2,We are mitÃº,2,0.046616766,0.085107784,0.856299401,0.196594231,0.314730435,0.1029,0.192531707,0.211736364
1405630409737397_1593126504321119,17,4,6,9,15,5,8,1,1,0,13,8,had no idea,2,I had no,2,more I can,1,Wendy Lopez Shaw,1,We have to,1,0.044238095,0.070142857,0.838,0.2069,0.5038,-0.53535,0.565,0.06366
1405630409737397_1593016360998800,38,17,10,5,15,7,3,3,2,8,42,13,We are mitÃº,2,face smashed into,2,it s funny,2,party like these,2,Haha Stupid tradition,1,0.053381818,0.140781818,0.751309091,0.147633333,0.154733333,0.133433333,0.132978947,0.1824375
1405630409737397_1593050410995395,20,15,6,8,14,5,5,1,3,2,21,14,http cahayakehidupannn blogspot,25,blogspot co id,25,cahayakehidupannn blogspot co,25,co id 2016,25,full movie html,23,0.025542857,0.095,0.879457143,0.18425,0.294685714,0.02964,0.236228571,0.11148
1405630409737397_1593050130995423,25,13,1,0,1,1,0,0,0,0,30,8,We are mitÃº,4,the Mexican government,4,click here wwwhplaycomv09,2,wwwhplaycomv09 We are,1,Russian prison have,1,0.146026316,0.143210526,0.710789474,-0.005796774,0.041104762,-0.10429,0.02024,-0.114283333
1405630409737397_1593032277663875,47,19,17,8,25,12,4,5,4,2,45,21,you ll get,6,ll get sick,5,te va a,4,I ve heard,3,Don t walk,3,0.071772727,0.080318182,0.832757576,-0.076238235,-0.093269231,-0.0208875,-0.028078261,-0.176936364
1405630409737397_1593014227665680,29,9,12,16,28,9,14,3,2,2,29,9,We are mitÃº,2,Ricardo Figueroa Mindi,1,even need insurance,1,about 15 of,1,when you have,1,0.006078947,0.080552632,0.913368421,0.4406375,0.321625,0.55965,0.373585714,0.91
1405630409737397_1592932494340520,5,11,5,2,7,2,0,3,2,1,13,3,We are mitÃº,2,don t be,2,list Leslie Martinez,1,so don t,1,opinion If you,1,0.048625,0.1575,0.7938125,0.33554,0.57345,0.176933333,0.325988889,0.4215
1405630409737397_1592929707674132,47,25,16,4,20,14,4,2,0,1,45,27,I ain t,3,I want to,2,We are mitÃº,2,do those thing,2,ain t yo,2,0.107388889,0.10775,0.784833333,0.043821739,0.133839286,-0.096205556,-0.056333333,0.186147368
1405630409737397_1592896131010823,29,15,20,3,23,15,2,5,1,3,31,13,We are mitÃº,4,can t wait,4,I can t,3,be our season,2,fan of We,1,0.055340909,0.073704545,0.802704545,0.112605882,0.225225,0.0125,-0.093590909,0.490633333
1405630409737397_1592667787700324,22,10,9,6,15,6,5,3,1,0,19,13,se trata de,2,algunos de ustedes,2,que algunos de,2,our own people,2,would you feel,2,0.06121875,0.12675,0.7808125,0.2024,0.292541667,-0.068025,0.150563636,0.31644
1405630409737397_1592669024366867,44,23,11,5,16,7,4,4,1,2,32,35,white people have,4,because they were,3,people have never,3,is a student,3,great great great,3,0.10119403,0.062955224,0.731402985,-0.21792,-0.353163158,-0.05731875,-0.344586667,-0.12292
